WS.partner,source,Year,Location,Rep,Plot,Row,Col,Block,GID,Sowing.Date,Origin,Height,Awnedness,Accession_number,WinterSurvival_Visual,VinterSurvival_TPVP_Index,Lodging_T,HD_Date,Anthesis.Date,DTH,DTA,DTM,Anther.extrusion.anther.retention,FHB1,FHB2,FHB3,FHB4,FHB5,FHB6,FHB1Date,FHB2Date,FHB3Date,FHB4Date,FHB5Date,FHB6Date,DFHB1,DFHB2,DFHB3,DFHB4,DFHB5,DFHB6,DON,AUDPC,FHB0,DFHB0,DFHBmax,AUDPC_std
Secobra,Secobra_FHB,2021,Feldkirchen,NA,125,NA,NA,NA,TS125,2020-11-14,NA,96,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,0,1,12.5,30,65,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,418.5,0,0,76,5.5
Secobra,Secobra_FHB,2021,Feldkirchen,NA,126,NA,NA,NA,TS126,2020-11-14,NA,97,NA,NA,NA,NA,1,2021-04-27,2021-05-02,164,169,NA,NA,0,2.5,15,35,75,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,53,60,65,71,77,NA,NA,495,0,0,77,6.4
Secobra,Secobra_FHB,2021,Feldkirchen,NA,127,NA,NA,NA,TS127,2020-11-14,NA,91,NA,NA,NA,NA,1,2021-04-29,2021-05-04,166,171,NA,NA,1,7.5,20,40,70,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,51,58,63,69,75,NA,NA,586.5,0,0,75,7.8
Secobra,Secobra_FHB,2021,Feldkirchen,NA,128,NA,NA,NA,TS128,2020-11-14,NA,98,NA,NA,NA,NA,2,2021-04-28,2021-05-03,165,170,NA,NA,0,2.5,7.5,22.5,45,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,307.5,0,0,76,4
Secobra,Secobra_FHB,2021,Feldkirchen,NA,129,NA,NA,NA,TS129,2020-11-14,NA,103,NA,NA,NA,NA,1,2021-04-29,2021-05-04,166,171,NA,NA,0,2.5,7.5,25,50,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,51,58,63,69,75,NA,NA,337.5,0,0,75,4.5
Secobra,Secobra_FHB,2021,Feldkirchen,NA,130,NA,NA,NA,TS130,2020-11-14,NA,94,NA,NA,NA,NA,1,2021-04-30,2021-05-05,167,172,NA,NA,0,5,15,30,65,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,50,57,62,68,74,NA,NA,450,0,0,74,6.1
Secobra,Secobra_FHB,2021,Feldkirchen,NA,131,NA,NA,NA,TS131,2020-11-14,NA,91,NA,NA,NA,NA,1,2021-04-27,2021-05-02,164,169,NA,NA,0,2.5,10,30,65,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,53,60,65,71,77,NA,NA,420,0,0,77,5.5
Secobra,Secobra_FHB,2021,Feldkirchen,NA,132,NA,NA,NA,TS132,2020-11-14,NA,93,NA,NA,NA,NA,1,2021-04-27,2021-05-02,164,169,NA,NA,1,5,20,45,75,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,53,60,65,71,77,NA,NA,617.5,0,0,77,8
Secobra,Secobra_FHB,2021,Feldkirchen,NA,133,NA,NA,NA,TS133,2020-11-14,NA,88,NA,NA,NA,NA,1,2021-04-24,2021-04-29,161,166,NA,NA,1,7.5,22.5,45,80,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,56,63,68,74,80,NA,NA,656.5,0,0,80,8.2
Secobra,Secobra_FHB,2021,Feldkirchen,NA,134,NA,NA,NA,TS134,2020-11-14,NA,104,NA,NA,NA,NA,2,2021-04-29,2021-05-04,166,171,NA,NA,0,5,10,27.5,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,51,58,63,69,75,NA,NA,405,0,0,75,5.4
Secobra,Secobra_FHB,2021,Feldkirchen,NA,135,NA,NA,NA,TS135,2020-11-14,NA,98,NA,NA,NA,NA,4,2021-04-30,2021-05-05,167,172,NA,NA,0,2.5,7.5,27.5,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,50,57,62,68,74,NA,NA,382.5,0,0,74,5.2
Secobra,Secobra_FHB,2021,Feldkirchen,NA,136,NA,NA,NA,TS136,2020-11-14,NA,102,NA,NA,NA,NA,1,2021-04-29,2021-05-04,166,171,NA,NA,0,5,17.5,40,75,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,51,58,63,69,75,NA,NA,547.5,0,0,75,7.3
Secobra,Secobra_FHB,2021,Feldkirchen,NA,137,NA,NA,NA,TS137,2020-11-14,NA,89,NA,NA,NA,NA,1,2021-04-30,2021-05-05,167,172,NA,NA,0,2.5,7.5,25,65,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,50,57,62,68,74,NA,NA,382.5,0,0,74,5.2
Secobra,Secobra_FHB,2021,Feldkirchen,NA,138,NA,NA,NA,TS138,2020-11-14,NA,102,NA,NA,NA,NA,2,2021-04-28,2021-05-03,165,170,NA,NA,0,5,12.5,27.5,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,412.5,0,0,76,5.4
Secobra,Secobra_FHB,2021,Feldkirchen,NA,139,NA,NA,NA,TS139,2020-11-14,NA,93,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,0,2.5,10,20,55,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,330,0,0,76,4.3
Secobra,Secobra_FHB,2021,Feldkirchen,NA,140,NA,NA,NA,TS140,2020-11-14,NA,88,NA,NA,NA,NA,1,2021-04-29,2021-05-04,166,171,NA,NA,0,2.5,10,35,65,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,51,58,63,69,75,NA,NA,450,0,0,75,6
Secobra,Secobra_FHB,2021,Feldkirchen,NA,141,NA,NA,NA,TS141,2020-11-14,NA,90,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,0,2.5,10,30,65,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,420,0,0,76,5.5
Secobra,Secobra_FHB,2021,Feldkirchen,NA,142,NA,NA,NA,TS142,2020-11-14,NA,96,NA,NA,NA,NA,1,2021-04-29,2021-05-04,166,171,NA,NA,0,5,12.5,30,65,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,51,58,63,69,75,NA,NA,442.5,0,0,75,5.9
Secobra,Secobra_FHB,2021,Feldkirchen,NA,143,NA,NA,NA,TS143,2020-11-14,NA,95,NA,NA,NA,NA,1,2021-04-27,2021-05-02,164,169,NA,NA,0,5,12.5,30,55,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,53,60,65,71,77,NA,NA,412.5,0,0,77,5.4
Secobra,Secobra_FHB,2021,Feldkirchen,NA,144,NA,NA,NA,TS144,2020-11-14,NA,99,NA,NA,NA,NA,1,2021-04-29,2021-05-04,166,171,NA,NA,0,2.5,7.5,25,55,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,51,58,63,69,75,NA,NA,352.5,0,0,75,4.7
Secobra,Secobra_FHB,2021,Feldkirchen,NA,145,NA,NA,NA,TS145,2020-11-14,NA,100,NA,NA,NA,NA,1,2021-04-26,2021-05-01,163,168,NA,NA,0,5,7.5,22.5,40,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,54,61,66,72,78,NA,NA,307.5,0,0,78,3.9
Secobra,Secobra_FHB,2021,Feldkirchen,NA,146,NA,NA,NA,TS146,2020-11-14,NA,94,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,0,7.5,20,50,80,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,645,0,0,76,8.5
Secobra,Secobra_FHB,2021,Feldkirchen,NA,147,NA,NA,NA,TS147,2020-11-14,NA,97,NA,NA,NA,NA,1,2021-04-29,2021-05-04,166,171,NA,NA,0,2.5,10,35,70,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,51,58,63,69,75,NA,NA,465,0,0,75,6.2
Secobra,Secobra_FHB,2021,Feldkirchen,NA,148,NA,NA,NA,TS148,2020-11-14,NA,95,NA,NA,NA,NA,1,2021-04-26,2021-05-01,163,168,NA,NA,0,5,12.5,30,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,54,61,66,72,78,NA,NA,427.5,0,0,78,5.5
Secobra,Secobra_FHB,2021,Feldkirchen,NA,149,NA,NA,NA,TS149,2020-11-14,NA,95,NA,NA,NA,NA,1,2021-04-30,2021-05-05,167,172,NA,NA,0,2.5,7.5,22.5,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,50,57,62,68,74,NA,NA,352.5,0,0,74,4.8
Secobra,Secobra_FHB,2021,Feldkirchen,NA,150,NA,NA,NA,TS150,2020-11-14,NA,97,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,0,5,10,27.5,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,405,0,0,76,5.3
Secobra,Secobra_FHB,2021,Feldkirchen,NA,151,NA,NA,NA,TS151,2020-11-14,NA,98,NA,NA,NA,NA,1,2021-04-27,2021-05-02,164,169,NA,NA,0,5,12.5,22.5,55,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,53,60,65,71,77,NA,NA,367.5,0,0,77,4.8
Secobra,Secobra_FHB,2021,Feldkirchen,NA,152,NA,NA,NA,TS152,2020-11-14,NA,101,NA,NA,NA,NA,1,2021-04-29,2021-05-04,166,171,NA,NA,0,2.5,12.5,35,70,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,51,58,63,69,75,NA,NA,472.5,0,0,75,6.3
Secobra,Secobra_FHB,2021,Feldkirchen,NA,153,NA,NA,NA,TS153,2020-11-14,NA,97,NA,NA,NA,NA,1,2021-04-30,2021-05-05,167,172,NA,NA,0,2.5,10,30,65,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,50,57,62,68,74,NA,NA,420,0,0,74,5.7
Secobra,Secobra_FHB,2021,Feldkirchen,NA,154,NA,NA,NA,TS154,2020-11-14,NA,100,NA,NA,NA,NA,1,2021-04-30,2021-05-05,167,172,NA,NA,0,2.5,10,30,70,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,50,57,62,68,74,NA,NA,435,0,0,74,5.9
Secobra,Secobra_FHB,2021,Feldkirchen,NA,155,NA,NA,NA,TS155,2020-11-14,NA,90,NA,NA,NA,NA,1,2021-04-29,2021-05-04,166,171,NA,NA,0,2.5,10,25,65,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,51,58,63,69,75,NA,NA,390,0,0,75,5.2
Secobra,Secobra_FHB,2021,Feldkirchen,NA,156,NA,NA,NA,TS156,2020-11-14,NA,90,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,0,5,12.5,35,65,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,472.5,0,0,76,6.2
Secobra,Secobra_FHB,2021,Feldkirchen,NA,157,NA,NA,NA,TS157,2020-11-14,NA,101,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,0,2.5,5,12.5,30,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,195,0,0,76,2.6
Secobra,Secobra_FHB,2021,Feldkirchen,NA,158,NA,NA,NA,TS158,2020-11-14,NA,102,NA,NA,NA,NA,2,2021-04-27,2021-05-02,164,169,NA,NA,0,2.5,7.5,25,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,53,60,65,71,77,NA,NA,367.5,0,0,77,4.8
Secobra,Secobra_FHB,2021,Feldkirchen,NA,159,NA,NA,NA,TS159,2020-11-14,NA,100,NA,NA,NA,NA,1,2021-04-29,2021-05-04,166,171,NA,NA,0,7.5,15,30,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,51,58,63,69,75,NA,NA,450,0,0,75,6
Secobra,Secobra_FHB,2021,Feldkirchen,NA,160,NA,NA,NA,TS160,2020-11-14,NA,95,NA,NA,NA,NA,1,2021-04-29,2021-05-04,166,171,NA,NA,0,5,12.5,22.5,65,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,51,58,63,69,75,NA,NA,397.5,0,0,75,5.3
Secobra,Secobra_FHB,2021,Feldkirchen,NA,161,NA,NA,NA,TS161,2020-11-14,NA,98,NA,NA,NA,NA,1,2021-04-30,2021-05-05,167,172,NA,NA,0,2.5,7.5,25,65,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,50,57,62,68,74,NA,NA,382.5,0,0,74,5.2
Secobra,Secobra_FHB,2021,Feldkirchen,NA,162,NA,NA,NA,TS162,2020-11-14,NA,92,NA,NA,NA,NA,1,2021-04-25,2021-04-30,162,167,NA,NA,1,7.5,15,35,70,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,55,62,67,73,79,NA,NA,543.5,0,0,79,6.9
Secobra,Secobra_FHB,2021,Feldkirchen,NA,163,NA,NA,NA,TS163,2020-11-14,NA,97,NA,NA,NA,NA,1,2021-04-29,2021-05-04,166,171,NA,NA,0,5,15,27.5,70,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,51,58,63,69,75,NA,NA,450,0,0,75,6
Secobra,Secobra_FHB,2021,Feldkirchen,NA,164,NA,NA,NA,TS164,2020-11-14,NA,102,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,0,7.5,15,35,65,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,495,0,0,76,6.5
Secobra,Secobra_FHB,2021,Feldkirchen,NA,165,NA,NA,NA,TS165,2020-11-14,NA,102,NA,NA,NA,NA,1,2021-04-30,2021-05-05,167,172,NA,NA,0,2.5,12.5,27.5,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,50,57,62,68,74,NA,NA,397.5,0,0,74,5.4
Secobra,Secobra_FHB,2021,Feldkirchen,NA,166,NA,NA,NA,TS166,2020-11-14,NA,100,NA,NA,NA,NA,1,2021-04-26,2021-05-01,163,168,NA,NA,1,7.5,20,35,70,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,54,61,66,72,78,NA,NA,558,0,0,78,7.2
Secobra,Secobra_FHB,2021,Feldkirchen,NA,167,NA,NA,NA,TS167,2020-11-14,NA,93,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,1,10,25,30,65,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,542,0,0,76,7.1
Secobra,Secobra_FHB,2021,Feldkirchen,NA,168,NA,NA,NA,TS168,2020-11-14,NA,100,NA,NA,NA,NA,1,2021-04-25,2021-04-30,162,167,NA,NA,0,1,7.5,15,45,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,55,62,67,73,79,NA,NA,253.5,0,0,79,3.2
Secobra,Secobra_FHB,2021,Feldkirchen,NA,169,NA,NA,NA,TS169,2020-11-14,NA,94,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,0,5,12.5,30,75,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,472.5,0,0,76,6.2
Secobra,Secobra_FHB,2021,Feldkirchen,NA,170,NA,NA,NA,TS170,2020-11-14,NA,82,NA,NA,NA,NA,1,2021-05-01,2021-05-06,168,173,NA,NA,0,1,7.5,27.5,65,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,49,56,61,67,73,NA,NA,388.5,0,0,73,5.3
Secobra,Secobra_FHB,2021,Feldkirchen,NA,171,NA,NA,NA,TS171,2020-11-14,NA,96,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,0,2.5,10,22.5,70,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,390,0,0,76,5.1
Secobra,Secobra_FHB,2021,Feldkirchen,NA,172,NA,NA,NA,TS172,2020-11-14,NA,105,NA,NA,NA,NA,1,2021-04-24,2021-04-29,161,166,NA,NA,0,2.5,10,20,40,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,56,63,68,74,80,NA,NA,285,0,0,80,3.6
Secobra,Secobra_FHB,2021,Feldkirchen,NA,173,NA,NA,NA,TS173,2020-11-14,NA,98,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,0,5,20,35,70,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,510,0,0,76,6.7
Secobra,Secobra_FHB,2021,Feldkirchen,NA,174,NA,NA,NA,TS174,2020-11-14,NA,108,NA,NA,NA,NA,3,2021-04-29,2021-05-04,166,171,NA,NA,0,2.5,10,20,50,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,51,58,63,69,75,NA,NA,315,0,0,75,4.2
Secobra,Secobra_FHB,2021,Feldkirchen,NA,175,NA,NA,NA,TS175,2020-11-14,NA,99,NA,NA,NA,NA,2,2021-04-28,2021-05-03,165,170,NA,NA,0,2.5,10,25,55,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,360,0,0,76,4.7
Secobra,Secobra_FHB,2021,Feldkirchen,NA,176,NA,NA,NA,TS176,2020-11-14,NA,103,NA,NA,NA,NA,2,2021-04-27,2021-05-02,164,169,NA,NA,0,2.5,12.5,27.5,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,53,60,65,71,77,NA,NA,397.5,0,0,77,5.2
Secobra,Secobra_FHB,2021,Feldkirchen,NA,177,NA,NA,NA,TS177,2020-11-14,NA,99,NA,NA,NA,NA,3,2021-04-29,2021-05-04,166,171,NA,NA,0,5,10,20,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,51,58,63,69,75,NA,NA,360,0,0,75,4.8
Secobra,Secobra_FHB,2021,Feldkirchen,NA,178,NA,NA,NA,TS178,2020-11-14,NA,108,NA,NA,NA,NA,4,2021-04-23,2021-04-28,160,165,NA,NA,0,2.5,7.5,10,20,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,57,64,69,75,81,NA,NA,157.5,0,0,81,1.9
Secobra,Secobra_FHB,2021,Feldkirchen,NA,179,NA,NA,NA,TS179,2020-11-14,NA,94,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,0,5,17.5,27.5,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,427.5,0,0,76,5.6
Secobra,Secobra_FHB,2021,Feldkirchen,NA,180,NA,NA,NA,TS180,2020-11-14,NA,90,NA,NA,NA,NA,1,2021-04-29,2021-05-04,166,171,NA,NA,0,2.5,10,20,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,51,58,63,69,75,NA,NA,345,0,0,75,4.6
Secobra,Secobra_FHB,2021,Feldkirchen,NA,181,NA,NA,NA,TS181,2020-11-14,NA,100,NA,NA,NA,NA,2,2021-04-28,2021-05-03,165,170,NA,NA,0,2.5,7.5,17.5,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,322.5,0,0,76,4.2
Secobra,Secobra_FHB,2021,Feldkirchen,NA,182,NA,NA,NA,TS182,2020-11-14,NA,107,NA,NA,NA,NA,2,2021-04-28,2021-05-03,165,170,NA,NA,0,2.5,10,17.5,55,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,315,0,0,76,4.1
Secobra,Secobra_FHB,2021,Feldkirchen,NA,183,NA,NA,NA,TS183,2020-11-14,NA,112,NA,NA,NA,NA,6,2021-04-26,2021-05-01,163,168,NA,NA,0,5,10,22.5,50,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,54,61,66,72,78,NA,NA,345,0,0,78,4.4
Secobra,Secobra_FHB,2021,Feldkirchen,NA,184,NA,NA,NA,TS184,2020-11-14,NA,105,NA,NA,NA,NA,2,2021-04-27,2021-05-02,164,169,NA,NA,0,1,5,22.5,55,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,53,60,65,71,77,NA,NA,321,0,0,77,4.2
Secobra,Secobra_FHB,2021,Feldkirchen,NA,185,NA,NA,NA,TS185,2020-11-14,NA,117,NA,NA,NA,NA,1,2021-04-29,2021-05-04,166,171,NA,NA,0,5,12.5,30,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,51,58,63,69,75,NA,NA,427.5,0,0,75,5.7
Secobra,Secobra_FHB,2021,Feldkirchen,NA,186,NA,NA,NA,TS186,2020-11-14,NA,109,NA,NA,NA,NA,1,2021-04-25,2021-04-30,162,167,NA,NA,0,2.5,12.5,30,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,55,62,67,73,79,NA,NA,412.5,0,0,79,5.2
Secobra,Secobra_FHB,2021,Feldkirchen,NA,187,NA,NA,NA,TS187,2020-11-14,NA,107,NA,NA,NA,NA,1,2021-04-26,2021-05-01,163,168,NA,NA,1,2.5,12.5,27.5,65,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,54,61,66,72,78,NA,NA,445.5,0,0,78,5.7
Secobra,Secobra_FHB,2021,Feldkirchen,NA,188,NA,NA,NA,TS188,2020-11-14,NA,96,NA,NA,NA,NA,1,2021-04-27,2021-05-02,164,169,NA,NA,0,1,5,12.5,45,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,53,60,65,71,77,NA,NA,231,0,0,77,3
Secobra,Secobra_FHB,2021,Feldkirchen,NA,189,NA,NA,NA,TS189,2020-11-14,NA,89,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,0,1,7.5,20,55,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,313.5,0,0,76,4.1
Secobra,Secobra_FHB,2021,Feldkirchen,NA,190,NA,NA,NA,TS190,2020-11-14,NA,96,NA,NA,NA,NA,1,2021-04-30,2021-05-05,167,172,NA,NA,0,2.5,5,22.5,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,50,57,62,68,74,NA,NA,345,0,0,74,4.7
Secobra,Secobra_FHB,2021,Feldkirchen,NA,191,NA,NA,NA,TS191,2020-11-14,NA,99,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,0,2.5,10,22.5,55,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,345,0,0,76,4.5
Secobra,Secobra_FHB,2021,Feldkirchen,NA,192,NA,NA,NA,TS192,2020-11-14,NA,98,NA,NA,NA,NA,1,2021-04-27,2021-05-02,164,169,NA,NA,0,2.5,10,25,55,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,53,60,65,71,77,NA,NA,360,0,0,77,4.7
Secobra,Secobra_FHB,2021,Feldkirchen,NA,193,NA,NA,NA,TS193,2020-11-14,NA,110,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,0,2.5,12.5,25,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,382.5,0,0,76,5
Secobra,Secobra_FHB,2021,Feldkirchen,NA,194,NA,NA,NA,TS194,2020-11-14,NA,96,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,0,2.5,10,27.5,55,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,375,0,0,76,4.9
Secobra,Secobra_FHB,2021,Feldkirchen,NA,195,NA,NA,NA,TS195,2020-11-14,NA,94,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,1,5,17.5,30,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,474.5,0,0,76,6.2
Secobra,Secobra_FHB,2021,Feldkirchen,NA,196,NA,NA,NA,TS196,2020-11-14,NA,104,NA,NA,NA,NA,2,2021-04-26,2021-05-01,163,168,NA,NA,0,2.5,10,25,35,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,54,61,66,72,78,NA,NA,300,0,0,78,3.8
Secobra,Secobra_FHB,2021,Feldkirchen,NA,197,NA,NA,NA,TS197,2020-11-14,NA,92,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,0,5,15,35,65,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,480,0,0,76,6.3
Secobra,Secobra_FHB,2021,Feldkirchen,NA,198,NA,NA,NA,TS198,2020-11-14,NA,90,NA,NA,NA,NA,1,2021-05-01,2021-05-06,168,173,NA,NA,0,1,5,15,50,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,49,56,61,67,73,NA,NA,261,0,0,73,3.6
Secobra,Secobra_FHB,2021,Feldkirchen,NA,199,NA,NA,NA,TS199,2020-11-14,NA,89,NA,NA,NA,NA,1,2021-04-29,2021-05-04,166,171,NA,NA,0,5,10,25,60,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,51,58,63,69,75,NA,NA,390,0,0,75,5.2
Secobra,Secobra_FHB,2021,Feldkirchen,NA,200,NA,NA,NA,TS200,2020-11-14,NA,88,NA,NA,NA,NA,1,2021-04-28,2021-05-03,165,170,NA,NA,0,5,15,25,65,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,52,59,64,70,76,NA,NA,420,0,0,76,5.5
Secobra,Secobra_FHB,2021,Feldkirchen,NA,201,NA,NA,NA,TS201,2020-11-14,NA,93,NA,NA,NA,NA,1,2021-04-29,2021-05-04,166,171,NA,NA,0,7.5,20,40,75,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,51,58,63,69,75,NA,NA,570,0,0,75,7.6
Secobra,Secobra_FHB,2021,Feldkirchen,NA,202,NA,NA,NA,TS202,2020-11-14,NA,97,NA,NA,NA,NA,1,2021-04-30,2021-05-05,167,172,NA,NA,0,2.5,10,30,65,NA,2021-06-24,2021-07-01,2021-07-06,2021-07-12,2021-07-18,NA,50,57,62,68,74,NA,NA,420,0,0,74,5.7
