Env,GID,trait.AUDPC,trait.Angle,trait.GDD50,trait.FHB_1
NMBU,TS037,-2570.6146857161075,-1.9813323250323265,959.3880885940744,-13.317585492059152
NMBU,TS038,-3170.3938080249354,-1.786078139453366,195.30804844934028,-13.973570755468245
NMBU,TS039,1729.4855009792373,0.7739687002240316,-450.1711244758917,7.044762339162844
NMBU,TS040,-2782.0457119410858,-2.1627451894605656,762.1037735552527,-14.408084493796196
NMBU,TS041,-4942.986261068843,-3.0453384188617747,1650.7238949674647,-22.65503119902496
NMBU,TS042,-3041.9364266376942,-1.9220682817158377,757.9446663697017,-14.242736292220798
NMBU,TS043,-4665.128720439039,-3.18643771833149,979.7918098382652,-22.72115221293643
NMBU,TS044,-2602.9400208564475,-1.8403810281529331,387.2551824747352,-12.60886305873646
NMBU,TS045,-2741.7393691679463,-1.9204651016352727,732.2553374388954,-13.390340561338235
NMBU,TS046,-378.250512951985,-1.0538006450788089,951.3206301958999,-4.575059618517116
NMBU,TS047,-3335.558902816847,-2.5822758788644933,1813.3230704062153,-17.375520156954735
NMBU,TS048,-1952.723985740915,-1.127529542487082,918.7214536083629,-8.689268614933098
NMBU,TS049,-3240.649793489836,-2.440352033738691,2320.007202106295,-16.44405447407189
NMBU,TS050,-3605.564272042364,-2.619245411607153,1044.1445876162034,-18.19767327016598
NMBU,TS051,-2157.068275214173,-1.628879953188516,217.14056163432542,-10.708023265477095
NMBU,TS052,-2585.1045448267832,-1.9767075537574783,662.0588564274367,-13.214095551324135
NMBU,TS053,-1513.0587355261669,-0.9394837121831188,1.8525946988957003,-6.939114561606402
NMBU,TS054,-4459.9798631276935,-2.652532351356058,1404.4558821261162,-20.336799643446284
NMBU,TS055,-2974.9394066492096,-2.447718745314887,2566.0438147350214,-15.77787530788919
NMBU,TS056,-3095.4130750140175,-2.108515587902275,1590.031078183907,-15.039106473308493
NMBU,TS057,-4304.515942563303,-2.55876751731239,791.9978627788369,-19.579228310656617
NMBU,TS058,-3806.6210436243564,-2.4173683181106753,1960.609723117901,-17.95025337563129
NMBU,TS059,-5696.100797545165,-3.698420799613359,-665.920679593808,-26.983585898215097
NMBU,TS060,-2220.9377898713574,-1.8458166299810728,146.60357600497082,-11.888486699906935
NMBU,TS061,-1155.365169480443,-1.0450719618033872,603.7312122932635,-6.519897416448657
NMBU,TS062,-4712.029251193628,-2.729641528591401,718.8459527686937,-21.071359146364557
NMBU,TS063,-274.64890824910253,-0.24526883935050137,-286.50001452013385,-1.4469683949864702
NMBU,TS064,-992.3157268119976,-0.0875974764530838,-194.77292920928448,-2.87135965404741
NMBU,TS065,-1858.409026258625,-1.2555213455657395,-195.65395248692948,-9.076654043685267
NMBU,TS066,-2837.9532777210698,-1.9888489147037944,354.2821970710065,-14.006122616840003
NMBU,TS067,-2354.1410581488162,-1.594674619196212,162.30722830130253,-11.313163516679197
NMBU,TS068,-2908.9989300221205,-1.7074126309216808,281.83188450860325,-13.120017990575434
NMBU,TS069,-2625.1357092671096,-1.6799488652236505,408.8356969153974,-12.372153720920323
NMBU,TS070,-1777.6530233826488,-1.256563871358594,354.8012270425679,-8.785109776570607
NMBU,TS071,-3456.970763073303,-2.4930913827356562,878.4744665160542,-17.247776344116573
NMBU,TS072,-949.9522290341556,-0.6154319706188289,-15.931845072540455,-4.48296077438863
NMBU,TS073,-4042.9378545330837,-2.6540677499951926,1049.461405535927,-19.232234442337358
NMBU,TS074,-5509.860896892846,-3.5485522389499238,287.20521294442005,-25.931339916904108
NMBU,TS075,-2882.6223180554807,-2.1896903499955442,1564.2155060125515,-14.683821656806685
NMBU,TS076,-3102.612952377647,-2.2094926787613076,330.95534912031144,-15.325197126428975
NMBU,TS077,-4753.491755516268,-3.0713882036211544,2620.6584187770495,-22.500170338997123
NMBU,TS078,-3343.484557343647,-2.3852508898639826,1541.0353730983334,-16.498824891150434
NMBU,TS079,-2309.5781325427815,-1.6368269368249457,1215.0603578103473,-11.388719255493925
NMBU,TS080,-2458.8559329425916,-1.5553512679975938,983.497217373806,-11.671905645733204
