Date,Env,GDD
2020-01-03T00:00:00Z,BOKU,604.5708333259997
2020-01-03T00:00:00Z,NMBU,220.1000000000001
2020-01-03T00:00:00Z,Secobra,45.800000000000004
2020-01-04T00:00:00Z,BOKU,604.7041666589997
2020-01-04T00:00:00Z,NMBU,220.1000000000001
2020-01-04T00:00:00Z,Secobra,45.800000000000004
2020-01-05T00:00:00Z,BOKU,604.7041666589997
2020-01-05T00:00:00Z,NMBU,220.1000000000001
2020-01-05T00:00:00Z,Secobra,45.800000000000004
2020-01-06T00:00:00Z,BOKU,604.7041666589997
2020-01-06T00:00:00Z,NMBU,220.1000000000001
2020-01-06T00:00:00Z,Secobra,45.800000000000004
2020-01-07T00:00:00Z,BOKU,604.7041666589997
2020-01-07T00:00:00Z,NMBU,220.1000000000001
2020-01-07T00:00:00Z,Secobra,45.800000000000004
2020-01-08T00:00:00Z,BOKU,604.7041666589997
2020-01-08T00:00:00Z,NMBU,220.90000000000012
2020-01-08T00:00:00Z,Secobra,45.800000000000004
2020-01-09T00:00:00Z,BOKU,604.7041666589997
2020-01-09T00:00:00Z,NMBU,220.90000000000012
2020-01-09T00:00:00Z,Secobra,45.800000000000004
2020-01-10T00:00:00Z,BOKU,604.7041666589997
2020-01-10T00:00:00Z,NMBU,220.90000000000012
2020-01-10T00:00:00Z,Secobra,46.400000000000006
2020-01-11T00:00:00Z,BOKU,604.7041666589997
2020-01-11T00:00:00Z,NMBU,220.90000000000012
2020-01-11T00:00:00Z,Secobra,46.400000000000006
2020-01-12T00:00:00Z,BOKU,604.7041666589997
2020-01-12T00:00:00Z,NMBU,220.90000000000012
2020-01-12T00:00:00Z,Secobra,46.400000000000006
2020-01-13T00:00:00Z,BOKU,604.7041666589997
2020-01-13T00:00:00Z,NMBU,220.90000000000012
2020-01-13T00:00:00Z,Secobra,46.400000000000006
2020-01-14T00:00:00Z,BOKU,604.7041666589997
2020-01-14T00:00:00Z,NMBU,220.90000000000012
2020-01-14T00:00:00Z,Secobra,46.400000000000006
2020-01-15T00:00:00Z,BOKU,604.7041666589997
2020-01-15T00:00:00Z,NMBU,220.90000000000012
2020-01-15T00:00:00Z,Secobra,46.400000000000006
2020-01-16T00:00:00Z,BOKU,604.7041666589997
2020-01-16T00:00:00Z,NMBU,221.20000000000013
2020-01-16T00:00:00Z,Secobra,46.400000000000006
2020-01-17T00:00:00Z,BOKU,604.7041666589997
2020-01-17T00:00:00Z,NMBU,221.40000000000012
2020-01-17T00:00:00Z,Secobra,46.400000000000006
2020-01-18T00:00:00Z,BOKU,604.7041666589997
2020-01-18T00:00:00Z,NMBU,221.40000000000012
2020-01-18T00:00:00Z,Secobra,46.400000000000006
2020-01-19T00:00:00Z,BOKU,604.7041666589997
2020-01-19T00:00:00Z,NMBU,221.40000000000012
2020-01-19T00:00:00Z,Secobra,46.400000000000006
2020-01-20T00:00:00Z,BOKU,604.7041666589997
2020-01-20T00:00:00Z,NMBU,221.40000000000012
2020-01-20T00:00:00Z,Secobra,46.400000000000006
2020-01-21T00:00:00Z,BOKU,604.7041666589997
2020-01-21T00:00:00Z,NMBU,221.80000000000013
2020-01-21T00:00:00Z,Secobra,46.400000000000006
2020-01-22T00:00:00Z,BOKU,604.7041666589997
2020-01-22T00:00:00Z,NMBU,221.80000000000013
2020-01-22T00:00:00Z,Secobra,46.400000000000006
2020-01-23T00:00:00Z,BOKU,604.7041666589997
2020-01-23T00:00:00Z,NMBU,221.80000000000013
2020-01-23T00:00:00Z,Secobra,46.400000000000006
2020-01-24T00:00:00Z,BOKU,604.7041666589997
2020-01-24T00:00:00Z,NMBU,221.80000000000013
2020-01-24T00:00:00Z,Secobra,46.400000000000006
2020-01-25T00:00:00Z,BOKU,604.7041666589997
2020-01-25T00:00:00Z,NMBU,221.80000000000013
2020-01-25T00:00:00Z,Secobra,46.400000000000006
2020-01-26T00:00:00Z,BOKU,604.7041666589997
2020-01-26T00:00:00Z,NMBU,221.80000000000013
2020-01-26T00:00:00Z,Secobra,46.400000000000006
2020-01-27T00:00:00Z,BOKU,604.7041666589997
2020-01-27T00:00:00Z,NMBU,221.80000000000013
2020-01-27T00:00:00Z,Secobra,46.400000000000006
2020-01-28T00:00:00Z,BOKU,604.7041666589997
2020-01-28T00:00:00Z,NMBU,221.80000000000013
2020-01-28T00:00:00Z,Secobra,46.400000000000006
2020-01-29T00:00:00Z,BOKU,604.7041666589997
2020-01-29T00:00:00Z,NMBU,221.80000000000013
2020-01-29T00:00:00Z,Secobra,46.400000000000006
2020-01-30T00:00:00Z,BOKU,604.7041666589997
2020-01-30T00:00:00Z,NMBU,221.80000000000013
2020-01-30T00:00:00Z,Secobra,46.400000000000006
2020-01-31T00:00:00Z,BOKU,609.5197916589997
2020-01-31T00:00:00Z,NMBU,221.80000000000013
2020-01-31T00:00:00Z,Secobra,52.00000000000001
